TransactionNo,Date,ProductNo,ProductName,Price,Quantity,CustomerNo,Country,Year,Month,Day,DayOfWeek,WeekOfYear,DayName,Revenue,IsCancellation,IsBlackFridayPeriod,IsChristmasPeriod,Last_Purchase_Date,Days_Since_Last_Purchase,Purchase_Gap,Avg_Purchase_Frequency,Total_Spent_Before
C581229,2019-12-08,23392,Spaceboy Rocket Lolly Makers,6.19,-24,12558.0,USA,2019,12,8,6,49,Sun,-148.56,True,0,0,2019-12-08,0.0,0.0,-0.2857142857142857,-297.12
C581229,2019-12-08,23158,Set Of 5 Lucky Cat Magnets,6.19,-36,12558.0,USA,2019,12,8,6,49,Sun,-222.84,True,0,0,2019-12-08,0.0,0.0,-0.2857142857142857,-445.67999999999995
C581229,2019-12-08,22712,Card Dolly Girl,6.19,-12,12558.0,USA,2019,12,8,6,49,Sun,-74.28,True,0,0,2019-12-08,0.0,0.0,-0.2857142857142857,-668.52
C581229,2019-12-08,22027,Tea Party Birthday Card,6.19,-12,12558.0,USA,2019,12,8,6,49,Sun,-74.28,True,0,0,2019-12-08,0.0,0.0,-0.2857142857142857,-742.8000000000001
C581229,2019-12-08,21508,Vintage Kid Dolly Card,6.19,-12,12558.0,USA,2019,12,8,6,49,Sun,-74.28,True,0,0,2019-12-08,0.0,0.0,-0.2857142857142857,-817.08
C581229,2019-12-08,21507,Elephant Birthday Card,6.19,-12,12558.0,USA,2019,12,8,6,49,Sun,-74.28,True,0,0,2019-12-08,0.0,0.0,-0.2857142857142857,-891.36
C581229,2019-12-08,85099B,Jumbo Bag Red Retrospot,6.19,-10,12558.0,USA,2019,12,8,6,49,Sun,-61.900000000000006,True,0,0,2019-12-08,0.0,0.0,-0.2857142857142857,-965.64
C581229,2019-12-08,23344,Jumbo Bag 50'S Christmas,6.19,-10,12558.0,USA,2019,12,8,6,49,Sun,-61.900000000000006,True,0,0,2019-12-08,0.0,0.0,-0.2857142857142857,-1027.54
C581229,2019-12-08,23209,Lunch Bag Vintage Doily,6.19,-20,12558.0,USA,2019,12,8,6,49,Sun,-123.80000000000001,True,0,0,2019-12-08,0.0,0.0,-0.2857142857142857,-1089.44
C581235,2019-12-08,23243,Set Of Tea Coffee Sugar Tins Pantry,6.19,-1,15950.0,United Kingdom,2019,12,8,6,49,Sun,-6.19,True,0,0,,,,-0.6871401151631478,0.0
C581235,2019-12-08,22840,Round Cake Tin Vintage Red,6.19,-2,15950.0,United Kingdom,2019,12,8,6,49,Sun,-12.38,True,0,0,2019-12-08,0.0,0.0,-0.6871401151631478,-6.1899999999999995
C581235,2019-12-08,23459,Dolly Cabinet 2 Drawers,6.19,-2,15950.0,United Kingdom,2019,12,8,6,49,Sun,-12.38,True,0,0,2019-12-08,0.0,0.0,-0.6871401151631478,-18.57
C581235,2019-12-08,23273,Heart T-Light Holder Willie Winkie,6.19,-1,15950.0,United Kingdom,2019,12,8,6,49,Sun,-6.19,True,0,0,2019-12-08,0.0,0.0,-0.6871401151631478,-30.95
C581235,2019-12-08,22423,Regency Cakestand 3 Tier,6.19,-1,15950.0,United Kingdom,2019,12,8,6,49,Sun,-6.19,True,0,0,2019-12-08,0.0,0.0,-0.6871401151631478,-37.14000000000001
C581305,2019-12-08,22627,Mint Kitchen Scales,6.19,-1,16933.0,United Kingdom,2019,12,8,6,49,Sun,-6.19,True,0,0,2019-12-08,0.0,0.0,-0.7125748502994012,1103.8400000000001
C581305,2019-12-08,82484,Wood Black Board Ant White Finish,6.19,-1,16933.0,United Kingdom,2019,12,8,6,49,Sun,-6.19,True,0,0,2019-12-08,0.0,0.0,-0.7125748502994012,1097.65
C581316,2019-12-08,23020,Glass Songbird Storage Jar,6.19,-1,12523.0,France,2019,12,8,6,49,Sun,-6.19,True,0,0,,,,-3.142857142857143,0.0
C581316,2019-12-08,21531,Red Retrospot Sugar Jam Bowl,6.19,-1,12523.0,France,2019,12,8,6,49,Sun,-6.19,True,0,0,2019-12-08,0.0,0.0,-3.142857142857143,-6.19
C581316,2019-12-08,23174,Regency Sugar Bowl Green,6.19,-1,12523.0,France,2019,12,8,6,49,Sun,-6.19,True,0,0,2019-12-08,0.0,0.0,-3.142857142857143,-12.379999999999999
C581322,2019-12-08,22909,Set Of 20 Vintage Christmas Napkins,6.19,-1,18223.0,United Kingdom,2019,12,8,6,49,Sun,-6.19,True,0,0,,,,-1.2060810810810811,0.0
C581322,2019-12-08,22666,Recipe Box Pantry Yellow Design,6.19,-1,18223.0,United Kingdom,2019,12,8,6,49,Sun,-6.19,True,0,0,2019-12-08,0.0,0.0,-1.2060810810810811,-6.19
C581323,2019-12-08,21533,Retrospot Large Milk Jug,6.19,-1,14442.0,Channel Islands,2019,12,8,6,49,Sun,-6.19,True,0,0,,,,-4.701492537313433,0.0
C581330,2019-12-08,22959,Wrap Christmas Village,6.19,-25,15877.0,United Kingdom,2019,12,8,6,49,Sun,-154.75,True,0,0,2019-12-08,0.0,0.0,-0.12598425196850394,1213.24
C581330,2019-12-08,16169E,Wrap 50'S Christmas,6.19,-100,15877.0,United Kingdom,2019,12,8,6,49,Sun,-619.0,True,0,0,2019-12-08,0.0,0.0,-0.12598425196850394,1058.49
C581384,2019-12-08,51008,Afghan Slipper Sock Pair,6.19,-2,17673.0,United Kingdom,2019,12,8,6,49,Sun,-12.38,True,0,0,2019-12-08,0.0,0.0,-1.463302752293578,575.67
C581390,2019-12-08,21733,Red Hanging Heart T-Light Holder,6.19,-3,13081.0,United Kingdom,2019,12,8,6,49,Sun,-18.57,True,0,0,,,,-0.3500473036896878,0.0
C581390,2019-12-08,23374,Red Spot Paper Gift Bag,6.19,-10,13081.0,United Kingdom,2019,12,8,6,49,Sun,-61.900000000000006,True,0,0,2019-12-08,0.0,0.0,-0.3500473036896878,-18.569999999999993
C581393,2019-12-08,22780,Light Garland Butterfiles Pink,6.19,-3,16892.0,United Kingdom,2019,12,8,6,49,Sun,-18.57,True,0,0,2019-12-08,0.0,0.0,-3.2525252525252526,250.86
C581409,2019-12-08,84946,Antique Silver T-Light Glass,6.19,-1,12476.0,Germany,2019,12,8,6,49,Sun,-6.19,True,0,0,,,,-1.4173228346456692,0.0
C581409,2019-12-08,20979,36 Pencils Tube Red Retrospot,6.19,-3,12476.0,Germany,2019,12,8,6,49,Sun,-18.57,True,0,0,2019-12-08,0.0,0.0,-1.4173228346456692,-6.190000000000001
C581409,2019-12-08,23425,Storage Tin Home Sweet Home,6.19,-3,12476.0,Germany,2019,12,8,6,49,Sun,-18.57,True,0,0,2019-12-08,0.0,0.0,-1.4173228346456692,-24.759999999999998
C581409,2019-12-08,22364,Glass Jar Digestive Biscuits,6.19,-2,12476.0,Germany,2019,12,8,6,49,Sun,-12.38,True,0,0,2019-12-08,0.0,0.0,-1.4173228346456692,-43.33
C581409,2019-12-08,23114,Vintage Leaf Chopping Board,6.19,-1,12476.0,Germany,2019,12,8,6,49,Sun,-6.19,True,0,0,2019-12-08,0.0,0.0,-1.4173228346456692,-55.71000000000001
C581409,2019-12-08,23245,Set Of 3 Regency Cake Tins,6.19,-1,12476.0,Germany,2019,12,8,6,49,Sun,-6.19,True,0,0,2019-12-08,0.0,0.0,-1.4173228346456692,-61.900000000000006
C581409,2019-12-08,23462,Rococo Wall Mirror White,6.19,-1,12476.0,Germany,2019,12,8,6,49,Sun,-6.19,True,0,0,2019-12-08,0.0,0.0,-1.4173228346456692,-68.09
C581409,2019-12-08,22781,Gumball Magazine Rack,6.19,-1,12476.0,Germany,2019,12,8,6,49,Sun,-6.19,True,0,0,2019-12-08,0.0,0.0,-1.4173228346456692,-74.28
C581409,2019-12-08,82484,Wood Black Board Ant White Finish,6.19,-1,12476.0,Germany,2019,12,8,6,49,Sun,-6.19,True,0,0,2019-12-08,0.0,0.0,-1.4173228346456692,-80.47000000000001
C581409,2019-12-08,82482,Wooden Picture Frame White Finish,7.24,-1,12476.0,Germany,2019,12,8,6,49,Sun,-7.24,True,0,0,2019-12-08,0.0,0.0,-1.4173228346456692,-86.66000000000001
C581409,2019-12-08,22173,Metal 4 Hook Hanger French Chateau,7.24,-2,12476.0,Germany,2019,12,8,6,49,Sun,-14.48,True,0,0,2019-12-08,0.0,0.0,-1.4173228346456692,-93.9
C581409,2019-12-08,85199L,Large Hanging Ivory & Red Wood Bird,7.24,-1,12476.0,Germany,2019,12,8,6,49,Sun,-7.24,True,0,0,2019-12-08,0.0,0.0,-1.4173228346456692,-108.38000000000001
C581409,2019-12-08,85127,Small Square Cut Glass Candlestick,7.24,-5,12476.0,Germany,2019,12,8,6,49,Sun,-36.2,True,0,0,2019-12-08,0.0,0.0,-1.4173228346456692,-115.61999999999999
C581460,2019-12-08,22197,Popcorn Holder,7.24,-5,13078.0,United Kingdom,2019,12,8,6,49,Sun,-36.2,True,0,0,,,,-0.9630606860158312,0.0
C581460,2019-12-08,22107,Pizza Plate In Box,7.24,-1,13078.0,United Kingdom,2019,12,8,6,49,Sun,-7.24,True,0,0,2019-12-08,0.0,0.0,-0.9630606860158312,-36.2
C581462,2019-12-08,16219,House Shape Pencil Sharpener,6.19,-48,12985.0,United Kingdom,2019,12,8,6,49,Sun,-297.12,True,0,0,2019-12-09,-1.0,-1.0,-0.4307692307692308,4972.28
C581462,2019-12-08,21642,Assorted Tutti Frutti Pen,6.19,-72,12985.0,United Kingdom,2019,12,8,6,49,Sun,-445.68,True,0,0,2019-12-08,0.0,0.0,-0.4307692307692308,4675.16
C581463,2019-12-08,85048,15cm Christmas Glass Ball 20 Lights,6.19,-2,17526.0,United Kingdom,2019,12,8,6,49,Sun,-12.38,True,0,0,,,,-6.169491525423729,0.0
C581464,2019-12-08,23458,Dolly Cabinet 3 Drawers,6.19,-1,15951.0,United Kingdom,2019,12,8,6,49,Sun,-6.19,True,0,0,,,,-6.761904761904762,0.0
C581464,2019-12-08,71477,Coloured Glass Star T-Light Holder,6.19,-6,15951.0,United Kingdom,2019,12,8,6,49,Sun,-37.14,True,0,0,2019-12-08,0.0,0.0,-6.761904761904762,-6.189999999999998
C581465,2019-12-08,23660,Henrietta Hen Mug,6.19,-2,15755.0,United Kingdom,2019,12,8,6,49,Sun,-12.38,True,0,0,,,,-1.9797297297297298,0.0
C581465,2019-12-08,22171,3 Hook Photo Shelf Antique White,6.19,-1,15755.0,United Kingdom,2019,12,8,6,49,Sun,-6.19,True,0,0,2019-12-08,0.0,0.0,-1.9797297297297298,-12.379999999999999
C581465,2019-12-08,21876,Pottering Mug,6.04,-4,15755.0,United Kingdom,2019,12,8,6,49,Sun,-24.16,True,0,0,2019-12-08,0.0,0.0,-1.9797297297297298,-18.570000000000004
C581465,2019-12-08,20914,Set/5 Red Retrospot Lid Glass Bowls,6.04,-3,15755.0,United Kingdom,2019,12,8,6,49,Sun,-18.12,True,0,0,2019-12-08,0.0,0.0,-1.9797297297297298,-42.730000000000004
C581466,2019-12-08,22838,3 Tier Cake Tin Red And Cream,6.19,-1,13883.0,United Kingdom,2019,12,8,6,49,Sun,-6.19,True,0,0,,,,-2.1241830065359477,0.0
C581466,2019-12-08,22720,Set Of 3 Cake Tins Pantry Design,6.19,-2,13883.0,United Kingdom,2019,12,8,6,49,Sun,-12.38,True,0,0,2019-12-08,0.0,0.0,-2.1241830065359477,-6.1899999999999995
C581466,2019-12-08,21216,Set 3 Retrospot Tea/Coffee/Sugar,6.19,-1,13883.0,United Kingdom,2019,12,8,6,49,Sun,-6.19,True,0,0,2019-12-08,0.0,0.0,-2.1241830065359477,-18.57
C581466,2019-12-08,21535,Red Retrospot Small Milk Jug,6.19,-2,13883.0,United Kingdom,2019,12,8,6,49,Sun,-12.38,True,0,0,2019-12-08,0.0,0.0,-2.1241830065359477,-24.759999999999998
C581466,2019-12-08,21232,Strawberry Ceramic Trinket Pot,6.19,-1,13883.0,United Kingdom,2019,12,8,6,49,Sun,-6.19,True,0,0,2019-12-08,0.0,0.0,-2.1241830065359477,-37.14000000000001
C581468,2019-12-08,21314,Small Glass Heart Trinket Pot,6.19,-10,13599.0,United Kingdom,2019,12,8,6,49,Sun,-61.900000000000006,True,0,0,2019-12-08,0.0,0.0,-1.4038461538461537,433.29999999999995
C581468,2019-12-08,22098,Boudoir Square Tissue Box,6.19,-12,13599.0,United Kingdom,2019,12,8,6,49,Sun,-74.28,True,0,0,2019-12-08,0.0,0.0,-1.4038461538461537,371.4
C581470,2019-12-08,23084,Rabbit Night Light,6.19,-4,17924.0,United Kingdom,2019,12,8,6,49,Sun,-24.76,True,0,0,,,,-10.054054054054054,0.0
C581012,2019-12-07,21232,Strawberry Ceramic Trinket Pot,7.24,-1,13014.0,United Kingdom,2019,12,7,5,49,Sat,-7.24,True,0,0,,,,-2.268292682926829,0.0
C581012,2019-12-07,37449,Ceramic Cake Stand + Hanging Cakes,6.04,-1,13014.0,United Kingdom,2019,12,7,5,49,Sat,-6.04,True,0,0,2019-12-07,0.0,0.0,-2.268292682926829,-7.240000000000001
C581071,2019-12-07,85099C,Jumbo Bag Baroque Black White,6.04,-1,12375.0,Finland,2019,12,7,5,49,Sat,-6.04,True,0,0,,,,-6.4,0.0
C581100,2019-12-07,22946,Wooden Advent Calendar Cream,6.04,-1,14534.0,United Kingdom,2019,12,7,5,49,Sat,-6.04,True,0,0,2019-12-07,0.0,0.0,-0.5798165137614679,513.62
C581106,2019-12-07,23403,Letter Holder Home Sweet Home,6.19,-1,13668.0,United Kingdom,2019,12,7,5,49,Sat,-6.19,True,0,0,2019-12-07,0.0,0.0,-0.7361963190184049,1161.0600000000002
C581117,2019-12-07,22988,Soldiers Egg Cup,6.19,-1,16393.0,United Kingdom,2019,12,7,5,49,Sat,-6.19,True,0,0,2019-12-07,0.0,0.0,-1.036723163841808,866.6000000000001
C581117,2019-12-07,21931,Jumbo Storage Bag Suki,6.19,-1,16393.0,United Kingdom,2019,12,7,5,49,Sat,-6.19,True,0,0,2019-12-07,0.0,0.0,-1.036723163841808,860.4100000000001
C581117,2019-12-07,22865,Hand Warmer Owl Design,6.19,-1,16393.0,United Kingdom,2019,12,7,5,49,Sat,-6.19,True,0,0,2019-12-07,0.0,0.0,-1.036723163841808,854.2200000000001
C581117,2019-12-07,23238,Set Of 4 Knick Knack Tins London,6.19,-2,16393.0,United Kingdom,2019,12,7,5,49,Sat,-12.38,True,0,0,2019-12-07,0.0,0.0,-1.036723163841808,848.0300000000001
C581117,2019-12-07,23311,Vintage Christmas Stocking,6.19,-2,16393.0,United Kingdom,2019,12,7,5,49,Sat,-12.38,True,0,0,2019-12-07,0.0,0.0,-1.036723163841808,835.6500000000001
C581117,2019-12-07,85099B,Jumbo Bag Red Retrospot,6.19,-1,16393.0,United Kingdom,2019,12,7,5,49,Sat,-6.19,True,0,0,2019-12-07,0.0,0.0,-1.036723163841808,823.2700000000001
C581117,2019-12-07,23343,Jumbo Bag Vintage Christmas,6.19,-3,16393.0,United Kingdom,2019,12,7,5,49,Sat,-18.57,True,0,0,2019-12-07,0.0,0.0,-1.036723163841808,817.08
C581121,2019-12-07,22526,Wheelbarrow For Children,6.19,-1,14087.0,United Kingdom,2019,12,7,5,49,Sat,-6.19,True,0,0,2019-12-07,0.0,0.0,0.0,1693.75
C581124,2019-12-07,21452,Toadstool Money Box,6.19,-4,13109.0,United Kingdom,2019,12,7,5,49,Sat,-24.76,True,0,0,,,,-2.289855072463768,0.0
C581128,2019-12-07,85099B,Jumbo Bag Red Retrospot,6.19,-3,12785.0,Portugal,2019,12,7,5,49,Sat,-18.57,True,0,0,,,,-27.846153846153847,0.0
C581145,2019-12-07,35970,Zinc Folkart Sleigh Bells,6.19,-12,17490.0,United Kingdom,2019,12,7,5,49,Sat,-74.28,True,0,0,2019-12-07,0.0,0.0,-2.0952380952380953,5683.299999999999
C581145,2019-12-07,23249,Vintage Red Enamel Trim Plate,6.19,-9,17490.0,United Kingdom,2019,12,7,5,49,Sat,-55.71,True,0,0,2019-12-07,0.0,0.0,-2.0952380952380953,5609.0199999999995
C581145,2019-12-07,23250,Vintage Red Trim Enamel Bowl,6.19,-38,17490.0,United Kingdom,2019,12,7,5,49,Sat,-235.22000000000003,True,0,0,2019-12-07,0.0,0.0,-2.0952380952380953,5553.31
C581148,2019-12-07,22063,Ceramic Bowl With Strawberry Design,6.19,-1,12462.0,Spain,2019,12,7,5,49,Sat,-6.19,True,0,0,,,,-4.36231884057971,0.0
C581148,2019-12-07,23247,Biscuit Tin 50'S Christmas,6.19,-4,12462.0,Spain,2019,12,7,5,49,Sat,-24.76,True,0,0,2019-12-07,0.0,0.0,-4.36231884057971,-6.190000000000001
C581148,2019-12-07,37449,Ceramic Cake Stand + Hanging Cakes,6.19,-1,12462.0,Spain,2019,12,7,5,49,Sat,-6.19,True,0,0,2019-12-07,0.0,0.0,-4.36231884057971,-30.95
C581148,2019-12-07,22059,Ceramic Strawberry Design Mug,6.19,-2,12462.0,Spain,2019,12,7,5,49,Sat,-12.38,True,0,0,2019-12-07,0.0,0.0,-4.36231884057971,-37.14
C581148,2019-12-07,22057,Ceramic Plate Strawberry Design,6.19,-6,12462.0,Spain,2019,12,7,5,49,Sat,-37.14,True,0,0,2019-12-07,0.0,0.0,-4.36231884057971,-49.519999999999996
C581148,2019-12-07,84817,Danish Rose Decorative Plate,6.02,-4,12462.0,Spain,2019,12,7,5,49,Sat,-24.08,True,0,0,2019-12-07,0.0,0.0,-4.36231884057971,-86.66000000000001
C581162,2019-12-07,84946,Antique Silver T-Light Glass,6.02,-3,14739.0,United Kingdom,2019,12,7,5,49,Sat,-18.06,True,0,0,,,,-0.6746765249537893,0.0
C581178,2019-12-07,23079,Toadstool Bedside Light,6.04,-1,15525.0,United Kingdom,2019,12,7,5,49,Sat,-6.04,True,0,0,2019-12-07,0.0,0.0,-1.274914089347079,718.04
C581178,2019-12-07,23494,Vintage Doily Deluxe Sewing Kit,6.19,-1,15525.0,United Kingdom,2019,12,7,5,49,Sat,-6.19,True,0,0,2019-12-07,0.0,0.0,-1.274914089347079,712.0000000000001
C580740,2019-12-06,20978,36 Pencils Tube Skulls,6.19,-16,12479.0,Germany,2019,12,6,4,49,Fri,-99.04,True,0,0,,,,-9.025641025641026,0.0
C580740,2019-12-06,20979,36 Pencils Tube Red Retrospot,6.19,-12,12479.0,Germany,2019,12,6,4,49,Fri,-74.28,True,0,0,2019-12-06,0.0,0.0,-9.025641025641026,-99.03999999999999
C580741,2019-12-06,23084,Rabbit Night Light,6.19,-2,17659.0,United Kingdom,2019,12,6,4,49,Fri,-12.38,True,0,0,,,,-2.30625,0.0
C580741,2019-12-06,22776,Sweetheart 3 Tier Cake Stand,7.24,-1,17659.0,United Kingdom,2019,12,6,4,49,Fri,-7.24,True,0,0,2019-12-06,0.0,0.0,-2.30625,-12.38
C580747,2019-12-06,79321,Chilli Lights,7.24,-1,17611.0,United Kingdom,2019,12,6,4,49,Fri,-7.24,True,0,0,,,,-0.6258741258741258,0.0
C580749,2019-12-06,22940,Feltcraft Christmas Fairy,7.24,-12,18167.0,United Kingdom,2019,12,6,4,49,Fri,-86.88,True,0,0,,,,-2.4878048780487805,0.0
C580749,2019-12-06,22795,Sweetheart Recipe Book Stand,7.24,-6,18167.0,United Kingdom,2019,12,6,4,49,Fri,-43.44,True,0,0,2019-12-06,0.0,0.0,-2.4878048780487805,-86.88
C580751,2019-12-06,23080,Red Metal Box Top Secret,7.24,-2,12921.0,United Kingdom,2019,12,6,4,49,Fri,-14.48,True,0,0,,,,-0.5,0.0
C580751,2019-12-06,23201,Jumbo Bag Alphabet,7.24,-10,12921.0,United Kingdom,2019,12,6,4,49,Fri,-72.4,True,0,0,2019-12-06,0.0,0.0,-0.5,-14.480000000000004
C580761,2019-12-06,22941,Christmas Lights 10 Reindeer,7.24,-1,17528.0,United Kingdom,2019,12,6,4,49,Fri,-7.24,True,0,0,2019-12-08,-2.0,-2.0,-0.2702702702702703,1225.6200000000001
C580761,2019-12-06,22943,Christmas Lights 10 Vintage Baubles,7.24,-1,17528.0,United Kingdom,2019,12,6,4,49,Fri,-7.24,True,0,0,2019-12-06,0.0,0.0,-0.2702702702702703,1218.38
C580761,2019-12-06,22139,Retrospot Tea Set Ceramic 11 Pc,7.24,-1,17528.0,United Kingdom,2019,12,6,4,49,Fri,-7.24,True,0,0,2019-12-06,0.0,0.0,-0.2702702702702703,1211.14
C580762,2019-12-06,22625,Red Kitchen Scales,7.24,-1,14543.0,United Kingdom,2019,12,6,4,49,Fri,-7.24,True,0,0,,,,-3.7216494845360826,0.0
C580762,2019-12-06,22960,Jam Making Set With Jars,6.19,-2,14543.0,United Kingdom,2019,12,6,4,49,Fri,-12.38,True,0,0,2019-12-06,0.0,0.0,-3.7216494845360826,-7.24
C580762,2019-12-06,22628,Picnic Boxes Set Of 3 Retrospot,6.19,-1,14543.0,United Kingdom,2019,12,6,4,49,Fri,-6.19,True,0,0,2019-12-06,0.0,0.0,-3.7216494845360826,-19.62
C580762,2019-12-06,22605,Wooden Croquet Garden Set,6.19,-1,14543.0,United Kingdom,2019,12,6,4,49,Fri,-6.19,True,0,0,2019-12-06,0.0,0.0,-3.7216494845360826,-25.81
C580764,2019-12-06,22667,Recipe Box Retrospot,6.19,-12,14562.0,United Kingdom,2019,12,6,4,49,Fri,-74.28,True,0,0,2019-12-06,0.0,0.0,-0.6856492027334852,843.6
C580766,2019-12-06,21430,Set/3 Red Gingham Rose Storage Box,6.19,-1,14562.0,United Kingdom,2019,12,6,4,49,Fri,-6.19,True,0,0,2019-12-06,0.0,0.0,-0.6856492027334852,769.32
C580766,2019-12-06,22840,Round Cake Tin Vintage Red,6.19,-1,14562.0,United Kingdom,2019,12,6,4,49,Fri,-6.19,True,0,0,2019-12-06,0.0,0.0,-0.6856492027334852,763.1300000000001
C580766,2019-12-06,22667,Recipe Box Retrospot,6.19,-1,14562.0,United Kingdom,2019,12,6,4,49,Fri,-6.19,True,0,0,2019-12-06,0.0,0.0,-0.6856492027334852,756.94
C580766,2019-12-06,23301,Gardeners Kneeling Pad Keep Calm,6.19,-1,14562.0,United Kingdom,2019,12,6,4,49,Fri,-6.19,True,0,0,2019-12-06,0.0,0.0,-0.6856492027334852,750.7500000000001
C580767,2019-12-06,85099F,Jumbo Bag Strawberry,6.19,-1,14655.0,United Kingdom,2019,12,6,4,49,Fri,-6.19,True,0,0,,,,-3.1666666666666665,0.0
C580768,2019-12-06,23020,Glass Songbird Storage Jar,6.19,-1,13914.0,United Kingdom,2019,12,6,4,49,Fri,-6.19,True,0,0,,,,-1.0,0.0
C580769,2019-12-06,23527,Wall Art Animals And Nature,6.04,-1,14869.0,United Kingdom,2019,12,6,4,49,Fri,-6.04,True,0,0,,,,-1.4285714285714286,0.0
C580770,2019-12-06,23322,Large White Heart Of Wicker,6.19,-3,13255.0,United Kingdom,2019,12,6,4,49,Fri,-18.57,True,0,0,,,,-28.46153846153846,0.0
C580773,2019-12-06,23202,Jumbo Bag Vintage Leaf,6.19,-20,16523.0,United Kingdom,2019,12,6,4,49,Fri,-123.80000000000001,True,0,0,2019-12-06,0.0,0.0,-1.064406779661017,3402.9200000000005
C580805,2019-12-06,85123A,Cream Hanging Heart T-Light Holder,6.19,-1,16764.0,United Kingdom,2019,12,6,4,49,Fri,-6.19,True,0,0,2019-12-06,0.0,0.0,-0.19690576652601968,695.0400000000001
C580821,2019-12-06,84949,Silver Hanging T-Light Holder,6.19,-5,13098.0,United Kingdom,2019,12,6,4,49,Fri,-30.950000000000003,True,0,0,2019-12-08,-2.0,-2.0,-0.5231788079470199,7579.75
C580826,2019-12-06,23249,Vintage Red Enamel Trim Plate,6.02,-1,17490.0,United Kingdom,2019,12,6,4,49,Fri,-6.02,True,0,0,2019-12-07,-1.0,-1.0,-2.0952380952380953,5318.09
C580826,2019-12-06,23250,Vintage Red Trim Enamel Bowl,6.19,-31,17490.0,United Kingdom,2019,12,6,4,49,Fri,-191.89000000000001,True,0,0,2019-12-06,0.0,0.0,-2.0952380952380953,5312.070000000001
C580832,2019-12-06,23238,Set Of 4 Knick Knack Tins London,6.19,-1,12753.0,Japan,2019,12,6,4,49,Fri,-6.19,True,0,0,,,,-1.5676855895196506,0.0
C580832,2019-12-06,23237,Set Of 4 Knick Knack Tins Leaf,6.19,-3,12753.0,Japan,2019,12,6,4,49,Fri,-18.57,True,0,0,2019-12-06,0.0,0.0,-1.5676855895196506,-6.190000000000001
C580832,2019-12-06,22667,Recipe Box Retrospot,6.19,-3,12753.0,Japan,2019,12,6,4,49,Fri,-18.57,True,0,0,2019-12-06,0.0,0.0,-1.5676855895196506,-24.759999999999998
C580832,2019-12-06,21731,Red Toadstool Led Night Light,6.19,-2,12753.0,Japan,2019,12,6,4,49,Fri,-12.38,True,0,0,2019-12-06,0.0,0.0,-1.5676855895196506,-43.33
